index,text,type
217,@WSJ US can keep announicing $1mn for Nepal-while people die-relief supplies/medicine/doctors r needed not dollars-insensitivity precictble2,0
218,RT @NiTiSHmurthy: Earthquake Reaction Guide: http://t.co/2CUkZLUln0 via @foolofasuf,2
219,"RT @Jaw_Knock: Chirayu hospital has been evacuated after cracks after #NepalQuake , ishan hospital treating patients on the road. #Nepal",0
220,US @verizon phone customers can call family/friends in Italy for free. #ItalyEarthquake @jnels https://t.co/USco9UmFuw,1
221,"Nepal Earthquake: Hindu Seva, Christian Service and Islamic Dawah. http://t.co/jwLpVTVoqh via @upananda",2
222,Water Scarcity at Valley !!! every hands wants at least one bottle drinking water !!! #earthquake #NepalQuake http://t.co/Mb2EP4kOY4,0
223,"RT @dmeron: #Israel set to send emergency aid to #Nepal after quake kills 1,200-plus | The Times of Israel http://t.co/jB91YZlYX5",1
224,"RT @vegnepal: Please donate meat-free food to quake affected people.
#NepalQuake #Nepal #food #vegetarian",0
225,"RT timesofindia: #NepalEarthquake Shiromani Gurdwara Parbandhak Committee (SGPC) to send food, relief material to Nepal. …",1
226,The simplest things mean a hell of a lot. Disable wifi in this and other situations: https://t.co/KA3BlVXPKK   #disablewifi,0
227,Nepal Earthquake: 314 Quake Affected People Brought To India http://t.co/E3kmgoIL3K,2
228,State to send another relief truck with food items to Kathmandu: For the injured and other earthquake affected… http://t.co/EZtkFokBvd,1
229,"#COVID19 count in Madhya Pradesh reaches 12,798 as 203 more people test positive, three deaths in Indore, another one in Dhar raise toll to 546: Official",2
230,"2005: Earthquake Comes- Runs Out Of The House And On The Streets.
2015: Earthquake Comes- Let Me Post About It On Facebook.",2
231,"@KP24 Plz shout for help to the earthquake victims of Nepal. We need TENTS, lotts of TENTS. Homes demolished. Under empty sky as it rains",0
232,dont believe any other websites for #earthquake,2
233,"RT @akhileshanandd: #NepalEarthquake victims sleeping outside in Nepal, water and food are scarce  http://t.co/Y4NAC0sNrq",0
234,"Newspaper headlines: Italy earthquake and Camber Sands deaths: The devastation in Italy following the earthquake on Wednesday, and th...",2
235,We need wheelchair for the insured victims of recent earthquake in Nepal. Please help us to do it.,0
236,"Israeli PM Netanyahu offers Italy aid, search and rescue assistance after quake https://t.co/u4buYaOavm https://t.co/8mC5T8gCfx",1
237,"Earthquake hits got down, Power is  back and easier to get water. So it  seems that life will go in general way... http://t.co/FHeyjMw2DQ",1
238,"RT @ArtOfLivingNow: Contribute Food, water, medicines, shelters, sanitation and basic relief materials needed for #NepalEarthquakerelief ht…",0
239,@CNNPolitics  How did the earthquake start? Where did it come from?,2
240,"""@AyonNepal: Urgent: we are sending two teams to Sindhupalchok and we need vehicles. Please help. #act4quake #earthquake #NepalEarthquake""",0
241,"【ML3.1】AZORES ISLANDS, PORTUGAL 1km Aug 24, 2016 18:22:15 UTC (G)https://t.co/dnsAypW9Gh (EMSC)https://t.co/dZBOFi08hG",2
242,Nepal is not the big one: Next Himalayan earthquake maybe closer to home and far more serious via @firstpostin http://t.co/dV31czwtfc,2
243,"""@CricketNDTV: Rohit Sharma Prays for Earthquake-Hit Nepal http://t.co/eEanDg7P2p""",2
244,"RT @NitiCentral: Earthquake relief: 2,500 Indians evacuated from Nepal; MPs to donate salary http://t.co/vgffJ6dmbf",2
245,BJP4Rajasthan: The Hon CM Shrimati VasundharaBJP flags off the Relief Truck for the victims of the Nepal Earthquake on Monday. …,1
246,"#Nepal #Earthquake: Death toll could reach 10,000, says PM Sushil Koirala | Appeals for foreign supplies of tents and medicines.",0
247,"@Pontifex ""We pray for the safety of all affected by the earthquake, and hope everyone is fine. 🔯""",2
248,"3Novices:SAVING THE STARVING UN says 1.4 million need food after Nepal earthquake http://t.co/XT3nCHYgYB April 28, 2015 at 03:24PMFor inf…",0
249,We are also humans. We don\u2019t have super natural powers to fight against Corona. Why are you pushing us to get infected with #COVID19 . No decesion and guidelines till now. Shameful act @gndu_amritsar @ugc_india @PunjabGovtIndia @capt_amarinder \n#GNDUstudentsAgainstExams https://t.co/SfBVxEnXkM,2
250,"Punjabi Shikh community in KTM, providing free food at Kupandole Gurudwara(near Bagmati bridge)
Thank You#EarthQuake http://t.co/bsqzBESeo1",1
251,RT @RajatGupta5186: #MSGHelpEarthquakeVictims As asked by @PMOIndia packed food dispatched to Nepal under guidance of St.... http://t.co/bs…,1
252,"RT @rishirj38: Food &amp; other commodities for the Gujarat earthquake victims sent by DSS
#MSGHelpEarthquakeVictims http://t.co/9Auv0fHr52",2
253,Praying for those involved in the earthquake.,2
254,We will live with Covid19 for months. Let\u2019s not deny it or panic: Dr. Faheem Younus https://t.co/OxcYhyVokp,2
255,"RT @reportedly: From @UN_Nepal 
- Most affected areas: Gorkha &amp; Lamjung, NW of Kathmandu.
- 1 Kathmandu hospital so full it’s treating peop…",0
256,"#parentsteachermeet We student of GNDU under depression, for final semester exams in this covid19 outbreak as we can't take risk, many universities/govt.are cancelling exams for safety of students like Odisha, Maharashtra, IIT's,NIIT's,UGC must cancel&amp;promote students for safety",2
257,"@sunandavashisht But Mam they are fighting with it, not frightening by it unlike india &amp; closing railway services, metros etc...\n\nWe must out ourselves in fight against COVID19 otherwise sooner or longer we have to see collapsing economy of India.",2
258,RT @Deejay_Dada: Providing survival kits to earthquake victims by Sucharita Tyagi - http://t.co/BsIvcMJXTX http://t.co/YUPUvVF426,2
259,RT @SudaceThapa: Urgent #NepalQuake : Blood shortage in #Kathmandu. For Blood donation call Dr. Manita at 98510-84500 at Nepal Red Cross Bl…,0
260,Donate for Earthquake Survivors Give to Nepal Relief Fund-for Food and Water need urgent http://t.co/QRRfuqMdbT funds on #indiegogolife,0
261,RT @ElizahoyleOwen: Nepal earthquake: thousands in need of shelter in country little able to cope http://t.co/h8x9g30WXp #earthquake #shelt…,0
262,Useful #earthquake #nepal information https://t.co/ix9a31oeiZ #nepalearthquake,2
263,"Update Nepal Earthquake
18 medical teams being deployed in Nepal including 6 teams which have already reached.
10... http://t.co/xQITXMdg6c",1
264,"RT @vanichandra2010: Railways to send 1 lakh litre water to Nepal. More today
Coordination
Bureaucrats working with devotion- involvement
E…",1
265,Why the Indian media want to share dis costing news related to earthquake in Nepal,2
266,http://t.co/lfeJzpRMYm Earthquake slid India up to 10 feet nort @INSubcontinent #INSubcontinent #India http://t.co/1bMHP54ePL,2
267,"RT @rachnaburman: @kundadixit @KanakManiDixit 3 IndianAirForce big birds landed in Nepal w/relief teams, anothr w/mobile hospital/35 docs t…",1
268,Another simple #Hack that can be used as a #Earthquake Warning device... #LifeHack #NepalQuake #PrayForNepal http://t.co/9qGDICjp6v,2
269,"Prayers are not helping the Nepal earthquake victims;donation,volunteers &amp;deployment of rescuers professional on the ground is wht they need",0
270,"Strong earthquake shakes central Italy, death toll 10 and rising https://t.co/7JWHCn2mDy",2
271,BTW most #earthquake experts will tell you large quakes do NOT trigger more large quakes on other plates in other parts of the world.,2
272,"rip to the lives lost in the earthquake in italy. it's so sad to see this happen to close to my family, everybody stay safe.❤️",2
273,"Nepal earthquake: No food, no clothes, no shelter, say locals from Gorkha district at the epicentre of quake. We... http://t.co/NbhBYilcDl",0
274,"Punjab: Department of Water Supply and Sanitation has initiated emergency measures to ramp up infrastructure facilities to handle patients, in case of a flare up in #COVID19 cases.",2
275,I added a video to a @YouTube playlist http://t.co/oCsFt7AC4B How to Get Earthquake Alerts in Your Mobile?,2
276,Did you know your phone can help gather earthquake data? Now you do. @MyShakeApp #myshake #citizenscience,2
277,"So, earthquake released *cosmic rays* in abundance?
People who believe this please go and watch Cosmic Sex... http://t.co/uRQWEKZ0gT",2
278,"Nobel laureate Amartya Sen, philosopher Noam Chomsky, WHO Chief Scientist Soumya Swaminathan praise Kerala for way it handled #COVID19 surge",2
279,#Italy toll rises to 247 as anguish mounts over quake past - Aug 25 @ 3:02 AM ET  https://t.co/KiP9fUEWFo,2
280,"1st Medicine Shipment for Nepal Earthquake Relief with frunds raised by Lawrence, KS Nepalese Community &amp; the... http://t.co/ydk8ItccGd",1
281,Exclusive News (Haryana government will send food package and blankets in nepal 12301485) has been published on... http://t.co/WLDx06duOa,1
282,"RT @MSF_USA: MSF sending 8 teams to assist victims of the #Nepal #earthquake, including highly skilled emergency surgical teams http://t.co…",1
283,Isn't it a bit early for the cute animal earthquake stories? https://t.co/2FwF8ET7zf,2
284,"@laveypj Ppl in nepal need food, medicines nt bible
how inhumane shameless creature u r..",0
285,RT @nikhilchopra11: Fresh #tremors in #Nepal again measuring 6.2 | #earthquake http://t.co/dP8yNv8jWC,2
286,@Dabangg_Salman_ Golden Temple will send 1 Lakh Food Packages Daily to #Nepal to aid #Earthquake Victims :) :)...,1
287,"RT @zaurav: We need to provide more tents #nepal
 https://t.co/Tc5GQt6xQT",0
288,"Avengers: Age Of Ultron collections affected in UP, Bihar on Saturday due to the earthquake http://t.co/KcgzkPEDlD",2
289,Italy quake rescuers ask locals to unlock their wi-fi | Short News: https://t.co/tJoOP4IyQq via @YouTube,0
290,USAID Distributes Heavy-Duty Plastic To Earthquake Victim | NewSpotLight Nepal News Magazine http://t.co/sJYwlx6R6x,1
291,"@bailondor We've had a massive earthquake in our country last week. Internet, electricity, everything went down.",0
292,"While the grown ups are shying away from donating plasma, Dr. Sujata Sharma, Principal, GMCH, #Amritsar informs how a young boy who had recovered from #COVID19 volunteered to donate his Plasma which enabled the Plasma Convalescent Therapy of two Coronavirus patients.

@PIB_India https://t.co/pKtbFUWluY",1
293,"@fenix_upadhyaya helping earthquake victims? You too! Wash your hands, don't run around without masks. Be a good boy.",2
294,#Italy’s Jewish community pledges aid to areas hit by #earthquake; Have set up blood donation center @ZOA_National  https://t.co/0h2vB91IcR,1
295,"Coca-Cola, Dean Kamen: Donate Water Filtration System (Slingshot) to Nepal aftermath Earthquake... https://t.co/GBar2KpxJc via @Change4India",2
296,#NepalQuake #JustRohit Due to killer earthquake ..crime rate go high.....I m worried about it,2
297,"Nepal earthquake: Nepal needs the world’s help – this is what you can do
Shelter, food and water are the most... http://t.co/M7gZmMN7Qe",0
298,RT @BloodConnect01: Kathmandu hospitals struggling after Nepal earthquake. Generous Blood donors needed asap. RT @BloodDonorsIn http://t.co…,0
299,#NepalEarthquake Infographic -  https://t.co/HIwz4Ma6AS via @infogram #Nepal #Earthquake #India,2
300,Earthquake in Nepal and Northern India 2015: Kathmandu Ambulance and Emergency Helpline numbers via @indiacom http://t.co/PJEuc7QbBJ,1
301,The ongoing #COVID19 pandemic has changed the perspective of brain drain in many different ways. Will there be \u201ctalent hunt\u201d or \u201ctalent war\u201d among the countries in the near future after the #pandemic?\nhttps://t.co/nEFzK83CiL,2
302,Ram Charan To Help Nepal Earthquake Victims http://t.co/z79enV4Btu,2
303,"Let's pray for + Italy + .. &gt;&gt; RT: Deadly earthquake rocks central Italy, Army mobilized in rescue https://t.co/ebwicbuhxF via @nbcnews",1
304,fox25news: UPDATE: Death toll now at 120 after powerful earthquake rattles Italy https://t.co/kkdk82uGTu https://t.co/QBaE2QVEze,2
305,"DAMAGE: Houses swept away. Rescue team needed in Gorkha, Gandaki, Western Region, Nepal http://t.co/DFSrJRnFzT #NepalWatch",0
306,"5.4 magnitude earthquake hits Andaman and Nicobar Islands, no casualties reported: A 5.4 magnitude earthquake hit.. http://t.co/5G4lG5Fh7T",2
307,S O C I A L D I S T A N C I N G\n\nS O C I A L\nD I S T A N C I N G\n\nS O C I A L\nD I S T A N C I N G\n\n#SocialDistancing is very simple. And it is very very crucial in our fight against #COVID19.\nFollow it! https://t.co/zsLpxS8UCD,2
308,"RT @JantaKaReporter: Relief materials &amp; equipment for #earthquake assistance being loaded on #IAF aircraft bound for #Kathmandu, #Nepal. ht…",1
309,"If possible lets go outside of valley and support the Earthquake Victim at places like Dhading, Nuwakot, Gorkha and Sindhupalchok!",2
310,@phil500 there's just been a 6.8 earthquake in Myanmar. This is terrible so much devastation &amp; loss. Heartbreaking X,2
311,There is shortage of Blood as well as oxygen cylinders...Nepal is in huge crisis.,0
312,Free Medical Camps for Earthquake Victims #Earthquakenepal http://t.co/RsJuPMLpia,1
313,I was in Italy when the earthquake started tonight it was really scary. I'm near all the people who got hit by it. Praying for you🙏🏼,2
314,Canada sending disaster response teams to earthquake-stricken Nepal http://t.co/hPtmBx9xYZ,1
315,RT @bjpkarnataka: Call of Duty...BJP Karnataka doctors treating patients at Nepal-A team of 20 helping the earthquake ravaged country http:…,1
316,"Get Earthquake alerts on your Android phone with Earthquake alert app
http://t.co/VJ5m0So6DB",2
317,"RT @NehaABP: India sends 34 member medical team to Nepal - Press Trust of India
Thnxx - http://t.co/pAQTTa4bpY",1
318,"RT @hitendudhatra: After Losing Homes, People in Earthquake-Hit Nepal Face Food Crisis: With aftershocks spreading fear and thous... http:/…",0
319,"Nepal earthquake aftermath: Survivors struggle among the ruins, in pictures | via @Telegraph http://t.co/9CltzLSbJT",2
320,Any social worker who can send tent in Nepal for earthquake victim.,0
321,"5,024 new #COVID19 cases reported in #Maharashtra; tally crosses 1.5 lakh-mark\nhttps://t.co/1rNkMNgSkg",2
322,"\u092e\u0941\u0902\u092c\u0908 \u092e\u0947\u0902 \u0906\u091c \u0915\u094b\u0930\u094b\u0928\u093e \u0935\u093e\u092f\u0930\u0938 \u0915\u0947 1,297 \u0928\u090f \u092e\u093e\u092e\u0932\u0947 \u0938\u093e\u092e\u0928\u0947 \u0906\u090f \u0914\u0930 44 \u0932\u094b\u0917\u094b\u0902 \u0915\u0940 \u092e\u094c\u0924 \u0939\u0941\u0908\u0964 \u092e\u0941\u0902\u092c\u0908 \u092e\u0947\u0902 \u0905\u092c \u0915\u094b\u0930\u094b\u0928\u093e \u0935\u093e\u092f\u0930\u0938 \u092a\u0949\u091c\u093f\u091f\u093f\u0935 \u092e\u093e\u092e\u0932\u094b\u0902 \u0915\u0940 \u0915\u0941\u0932 \u0938\u0902\u0916\u094d\u092f\u093e \u092c\u0922\u093c\u0915\u0930 72,287 \u0939\u094b \u0917\u0908 \u0939\u0948, \u0915\u094b\u0930\u094b\u0928\u093e \u0935\u093e\u092f\u0930\u0938 \u0938\u0947 \u0939\u094b\u0928\u0947 \u0935\u093e\u0932\u0940 \u092e\u094c\u0924\u094b\u0902 \u0915\u093e \u0906\u0902\u0915\u0921\u093c\u093e 4,177 \u0939\u0948: \u0917\u094d\u0930\u0947\u091f\u0930 \u092e\u0941\u0902\u092c\u0908 \u0928\u0917\u0930 \u0928\u093f\u0917\u092e #Maharashtra #COVID19 https://t.co/30QDxDN4Ew",2
